STATE,County_Name,GEOID.State,GEOID.County,GEOID.Tract,LatLong,Life Expectancy,Self-Reported Physical Health,Self-Reported Mental Health,Alcohol Abuse,Current Diabetes,Current Adult Asthma,Stroke,COPD,CHD,Cancer,High Blood Pressure,Cholesterol Screening,Routine Doctor Visit,Colonoscopy,Mammogram,Older Men Preventive Screening,Older Women Preventive Screening,Dental Exams,Proximity to Nursing Homes,Medically Underserved Areas,Current Lack of Health Insurance,Proximity to hospitals,Below Poverty,Unemployed,Low Income,No High School Diploma,Religious Organizations,Civic and Social Organizations,Aged 65 or Older,Aged 17 or Younger,Civilian with a Disability,Single-Parent Households,Minority,Speaks English Less than Well,Redlining,Multi-Unit Structures,Mobile Homes,Crowding,No Vehicle,Group Quarters,Housing Foreclosure Risk,Percent of Housing Units Built Between 1940-1969 as of 2015-2019,Flooding risk to roads,Lane miles per capita,Road Quality and Maintenance,Public Transit Performance,Bridge Quality and Maintenance,Walkability,Bikability,Residential Energy Cost Burden,EV Charging Stations,Modified Retail Food Environment Index,Indoor Plumbing,Percent of Household with no internet access,Percent of household with smartphone but no other device.,Housing Affordability (renters),Housing Affordability (owners),Public Library Locations,HUD Public Housing,Total vehicle miles traveled per capita,Passenger vehicle miles traveled per capita,Truck vehicle miles traveled per capita,Heavy Duty Vehicle vehicle miles traveled per capita,Proximity to Ports,Rail Crossings,Traffic Proximity and Volume,National Transportation Noise Map,Risk-Screening Environmental Indicators (RSEI),Air Tox Respiratory,Air Tox Neurological,Air Tox Liver,Air Tox Developmental,Air Tox Reproductive,Air Tox Kidney,Air Tox Immunological,Air Tox Thyroid,Air Tox Total Cancer Risk,Lead Paint: % housing units built before 1960,Superfund Sites,Brownfields,Stream Toxicity Risk-Screening Environmental Indicators (RSEI),NPL sites,Hazardous Waste Management Facilities (TSDFs),Facilities with Enforcement or Violation,TSCA Facilities,Risk Management Plan Facilities,Chemical Manufacturers,Metal Recyclers,Annual average PM2.5 concentrations,NO2 concentration,Ozone concentration,Parks and Greenspace,Impermeable Surfaces,Forest Land Cover,Increased PM2.5 mortality - CVD (ages 65+),Increase in childhood asthma incidence,Expected Annual Loss - Agriculture Value,Expected Annual Loss - Building Value,Expected Annual Loss - Population Equivalence,Methane Emissions,Days with maximum temperature above 35C,Days with maximum temperature above 40C,Frost Days,Maximum of maximum temperatures,Mean temperature,Urban Heat Island Extreme Heat Days,Consecutive Dry Days,Wildfire - Annualized Frequency,Surface PM2.5,Snowfall,Standardized Precip Index,Total Precipitation,Riverine Flooding - Annualized Frequency,Tornado - Annualized Frequency
MI,Wayne,26,26163,26163542400,"+42.3908903,-083.2036174",69.2,20.9,18.9,14,19.6,15.5,6.3,11.2,8.7,6,49.3,35.7,85,64.8,81.7,24.6,24.4,51.9,3.122288518,2,15,4.88,0.8535,0.9792,0.9595,0.5204,2.389486,0,0.3048,0.8684,0.7939,0.9839,0.9556,0,2,0,0,0,0.8929,0,32.7,72.04,1.12,0,164.81,6.9,NA,68,44,9,NA,14,NA,32.9,11,145,55,NA,NA,11.28,11.08,0.15,0.04,NA,0,1670.23053501576,49.9609108,1460,0.3,0.05,0.03,0.08,0.09,0.02,0.03,0.004,30,94.2568361777218,NA,6.363024533,NA,0.039114466575374,1.68482678442371,2.984080076,NA,0.148614046779826,5.817439238,0.975320674,8.8,4.584,36.8,0,62.2,0,-3e-4,-1.08e-4,0,12540.74512,25771.16441,877230769586,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,19,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.33619e-4
MI,Wayne,26,26163,26163542500,"+42.3927935,-083.2132702",77.6,17.5,15.7,14.6,17.7,14.1,5.4,9.2,7.7,6.4,47.1,35,85.7,68.3,82.6,28.2,28,61.1,2.907471787,2,11.5,5.26,0.8644,0.9116,0.7902,0.4056,1.067996,0.3559986,0.6484,0.7128,0.543,0.9268,0.973,0.2381,2,0.414,0,0.5814,0.8726,0,28.1,49.13,1.12,0,126.56,6.9,NA,27,34,6,NA,12,NA,24.8,12.4,80,115,NA,NA,71.44,68.35,1.09,2,NA,0,5219.7948496331,58.0464706,2180,0.3,0.05,0.03,0.09,0.1,0.02,0.04,0.004,30,94.0715567147202,NA,5.744872007,5.1792596759e-5,0.03873705245846,1.36730584851243,2.819675164,NA,0.137669983841062,4.824324449,0.853275034,8.8,4.607,36.84,1,46.8,0,-3.1e-4,-6.49e-5,0,15723.20326,24489.55732,757124337274,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,19,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.69656e-4
MI,Wayne,26,26163,26163542600,"+42.3829687,-083.2077387",70.8,18.9,17.6,14.5,18,14.9,5.6,9.7,7.5,5.7,48.2,34.8,85.2,65.5,83.3,25.7,25.5,56.5,2.263206899,2,13.3,6.13,0.9316,0.8518,0.9213,0.6504,1.965188,0.2807412,0.2284,0.9931,0.5968,0.9916,0.9967,0,2,0.6838,0,0.7487,0.9168,0,100.1,71.83,1.12,0,115.66,6.9,0.13,38,28,7,0.074852377,14,NA,31.3,7.3,295,50,NA,NA,80.56,76.57,1.24,2.75,NA,4,3444.79175754502,56.6657791,2180,0.3,0.05,0.03,0.08,0.09,0.02,0.03,0.004,30,95.7668582422407,NA,6.34507335,8.02534386985e-5,0.040122770423917,1.57131338728311,3.2147024,NA,0.156821384792371,5.840682566,1.02983166,9.033,4.643,36.92,0,65.9,0,-3.3e-4,-1.11e-4,0,19515.57125,30739.63241,844138928551,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,19,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,6.1164e-4
MI,Wayne,26,26163,26163542700,"+42.3824612,-083.2268100",71.8,22.5,22.2,14.5,18.5,16.6,6,11.6,8,4.8,46.2,33,83.6,58.9,82.2,22.2,22.2,46,0.968993137,3,17.6,NA,0.9599,0.9806,0.964,0.6896,2.01005,0,0.1327,0.7668,0.8969,0.8747,0.894,0,2,0.4192,0,0.397,0.8961,0.6342,129.8,57.66,1.27,0,121.55,6.9,NA,35,33,10,0.495667594,7,NA,31.5,8.8,30,25,NA,NA,138.34,135.41,1.05,1.89,NA,2,2569.38059713432,NA,1110,0.3,0.04,0.03,0.08,0.1,0.02,0.03,0.004,30,93.2169066360263,NA,5.354024537,2.37688275744e-4,0.039627925843116,2.67004489977951,3.297261445,NA,0.134272236829252,4.218668769,0.809128372,9.083,4.545,36.6,0,79.2,0,-3.1e-4,-3.4e-5,0,7649.280153,9239.474904,756738902144,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,19,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,6.16223e-4
MI,Wayne,26,26163,26163542800,"+42.3901406,-083.2243491",73.6,15.1,14,14.9,16.1,13.5,4.8,7.8,6.7,6.4,46,34.5,86.2,70.4,83.5,29.8,30,66.7,1.757339618,3,10,NA,0.5969,0.9534,0.5593,0.3625,2.025932,1.215559,0.758,0.6384,0.6284,0.6324,0.8881,0.3656,2,0.3915,0,0.6373,0.7499,0,28.8,72.34,1.24,0,111.81,6.9,NA,34,36,4,0.2258324,8,NA,16.5,0.9,50,55,NA,NA,69.75,66.63,1.02,2.1,NA,0,500.092855486132,NA,1600,0.3,0.04,0.03,0.08,0.1,0.02,0.03,0.004,30,90.2861530906043,NA,5.502099601,2.0792650567e-4,0.038648472165028,1.96069235523935,3.036226424,NA,0.127025029425998,4.188880205,0.80074302,8.995,4.407,36.59,1,49.9,0,-2.9e-4,-3.28e-5,0,13881.40794,24876.67046,756738902144,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,19,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.46048e-4
MI,Wayne,26,26163,26163542900,"+42.3988392,-083.2260719",75.6,13.8,13.1,15.8,14.2,13,4.2,6.9,6.1,6.5,43.8,33.9,85.7,72.1,83.3,33.2,31.8,70.1,2.292390951,2,9,5.78,0.3785,0.9552,0.5131,0.4846,0.8658009,0.5772005,0.8875,0.2061,0.8789,0.4708,0.9081,0.4857,1,0,0,0.2179,0.5437,0,87.4,40.21,1.24,0,116.84,6.9,NA,61,47,4,0.09676063,7,0.132708387,17.5,1.7,30,55,0.083157234,NA,37.75,36.46,0.52,0.76,NA,0,1452.59248765874,51.991539,2650,0.3,0.04,0.03,0.08,0.1,0.02,0.03,0.004,30,91.72321780319,NA,5.392866032,7.3897336106e-5,0.0374463062772695,1.24969728754716,2.652764457,NA,0.121211724870693,3.381208673,0.628262705,8.933,4.437,36.88,0,49.6,0,-2.8e-4,-7.46e-5,0,26436.86121,33347.83609,786696288898,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,19,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,6.01522e-4
MI,Wayne,26,26163,26163543000,"+42.4068106,-083.2257349",NA,11.7,11.4,16.6,12.6,12,3.6,5.8,5.5,6.8,44.6,34.9,86.1,75.7,84.3,36.5,34.9,75.6,3.127529166,1,7.1,5.2,0.3592,0.4859,0.3151,0.1486,0.4840271,0.4840271,0.7943,0.3232,0.8356,0.6657,0.923,0,1,0,0,0.3397,0.2714,0.6113,60.7,44.62,1.24,0,122.86,6.9,NA,61,48,3,0.145496801,4,0.331862148,4,0.8,20,4,0.143773798,NA,78.5,77.21,0.87,0.43,NA,0,3608.40110236064,53.0745392,1560,0.3,0.04,0.03,0.09,0.1,0.02,0.04,0.003,30,88.9628152451837,NA,5.528158188,7.682851751e-6,0.0360483063030865,0.867089325234851,2.023423539,NA,0.115108020592769,2.505545272,0.436603986,8.867,4.444,37.01,0,51.1,0,-2.9e-4,-5.15e-5,0,14595.50642,17926.84984,837916682176,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,19,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.52904e-4
MI,Wayne,26,26163,26163543100,"+42.4126595,-083.2284219",78.2,14.7,13.7,15.9,15,13,4.4,7.4,6.5,6.4,45.2,34.8,85.5,70.9,83.2,31.7,31.9,68.5,3.716050124,1,9.1,5.25,0.7541,0.833,0.3657,0.1367,1.926782,0,0.6596,0.2565,0.8429,0.6437,0.8919,0,1,0,0,0.4815,0.4989,0.44,55.8,59.58,1.24,0,147.12,6.9,NA,56,43,3,0.13875538,11,0.541554335,10.5,4,30,10,0.161422956,NA,38.55,37.99,0.34,0.22,NA,0,2953.8755580624,53.3934402,1800,0.3,0.04,0.03,0.08,0.1,0.02,0.03,0.003,30,92.2467762225706,NA,5.94848361,4.6551892298e-5,0.0355052103632315,0.814610790818366,1.421955976,NA,0.114095625365057,1.755874916,0.232306438,8.9,4.333,37.21,0,51.8,0,-2.6e-4,-1.01e-4,0,23286.00092,23733.40666,837916682176,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,19,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.55603e-4
MI,Wayne,26,26163,26163543200,"+42.4112995,-083.2475927",72.8,15.6,15.6,16.1,14.8,14.1,4.6,8,6.2,5.7,45.3,33.7,84.7,68.8,83.1,29.2,28.8,63.7,3.075248828,1,11.8,7.39,0.7733,0.9833,0.8269,0.6408,2.522068,1.261034,0.2828,0.5021,0.8763,0.82,0.9716,0,1,0.5918,0.5583,0,0.8264,0.44,63.3,79.7,1.24,0,183.24,6.9,NA,65,45,5,0.485874272,6,0.536453305,25.8,6.7,65,55,0.530177802,NA,22.46,22.11,0.29,0.06,NA,0,2086.77755177777,53.8300209,2190,0.3,0.04,0.03,0.08,0.1,0.02,0.03,0.003,30,96.0286157735962,NA,5.399458511,9.6218550633e-5,0.034977976644761,1.05903636178246,2.337562172,NA,0.135888321421827,1.47910715,0.076555717,9.155,4.26,36.93,1,56.2,0,-3.1e-4,-9.93e-5,0,19075.71722,27627.23909,837916682176,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,20,0.061017025,1.89593e-7,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.99432e-4
MI,Wayne,26,26163,26163543400,"+42.4015679,-083.2374736",NA,16.7,16.4,15.6,15.6,14.4,4.8,8.5,6.5,5.7,47.5,34.6,84.8,67,82.7,28.8,27.7,61.4,1.901120539,2,12.3,6.71,0.6338,0.9399,0.7142,0.774,0.3087373,0,0.8325,0.4336,0.7599,0.7387,0.9504,0,1,0.4949,0,0.4156,0.8367,0.5476,31,82.4,1.24,0,134.78,6.9,NA,40,40,5,0.203742422,0,0.227753883,25.4,12.9,135,45,0.181547428,NA,9.96,9.84,0.09,0.03,NA,0,972.244203257231,53.9649696,2240,0.3,0.04,0.03,0.08,0.1,0.02,0.03,0.004,30,96.8886773840431,NA,5.506553943,7.2248556958e-5,0.036269987459307,0.969873914877393,2.780245761,NA,0.133498151720488,2.548360538,0.388151703,9,4.31,36.78,1,50.6,0,-3.1e-4,-8.87e-5,0,15764.95092,31346.14567,809288643093,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,19,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.70322e-4
MI,Wayne,26,26163,26163543500,"+42.4040427,-083.2498756",71.6,22,23.1,15.5,16.6,16.8,5.4,11.6,7.6,4.5,44.9,32.8,82,56.4,79.1,23.7,23.6,46,2.153176475,3,18.2,7.89,0.9942,0.9945,0.9397,0.9154,2.09205,0,0.0222,0.95,0.7692,0.9982,0.9051,0,1,0.4608,0.635,0.319,0.8921,0,34.7,48.1,1.24,0,NA,6.9,NA,33,37,11,0.681300979,0,0.279455459,39.5,12.4,55,35,0.505487076,NA,14.42,14.42,0,0,NA,0,129.845970921859,50.6158905,778,0.3,0.04,0.03,0.08,0.1,0.02,0.03,0.004,30,87.8579443803919,NA,5.732262871,1.083785068645e-4,0.0359479203153035,1.23216389936014,3.459003492,NA,0.147225004731663,2.121759404,0.119498405,9.25,4.242,36.88,1,38.6,0,-2.1e-4,-9.02e-5,0,7748.638933,15771.50596,837916682176,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,19,0.061017025,1.5605e-6,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.53695e-4
MI,Wayne,26,26163,26163543600,"+42.3968066,-083.2510232",65.7,26.7,25.1,14.4,19.5,17.3,6.9,15.3,10.4,5.4,46.7,35.6,81.5,51.6,78.7,23.3,21.2,40.7,1.088807046,3,20.4,NA,0.995,0.9951,0.9787,0.9643,7.469655,1.867414,0.2284,0.8345,0.9165,0.962,0.8912,0.6546,4,0,0,0.6159,0.9265,0,32.9,63.62,1.24,0,NA,6.9,NA,13,32,12,0.974915762,0,0.063183347,42.8,15,45,35,0.416873624,NA,26.88,26.88,0,0,NA,0,153.173487488902,NA,701,0.3,0.04,0.03,0.08,0.1,0.02,0.03,0.004,30,86.3330700241494,NA,5.956664205,1.55184025513e-4,0.036986149660237,1.54418415075737,4.356083423,NA,0.160057532800464,2.831914467,0.213962928,9.367,4.229,36.66,1,41.4,0,-2.3e-4,-1.75e-4,0,8488.016289,16497.91605,761506668361,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,20,0.061017025,5.19199e-7,-2.35912323,-0.145168513,40.63075483,7.745175809,0,6.1481e-4
MI,Wayne,26,26163,26163543700,"+42.3894635,-083.2386147",NA,27,27,13.6,19.4,18.5,6.6,14.5,8.8,4.4,46.8,33.4,82,50.8,80,21.9,20.3,37,0.473598123,3,22,7.72,0.9906,0.9974,0.9918,0.9154,2.168413,0.3614022,0.0403,0.9955,0.9915,0.9992,0.9716,0.3395,2,0.243,0.5669,0.8015,0.8975,0,68,48.18,1.24,0,132.06,6.9,NA,21,37,11,0.746253345,0,0.005767807,39.4,21.5,155,0,0.105041741,0.058512646,69.78,68.71,0.44,0.63,NA,0,482.693179881418,54.6471596,1630,0.3,0.04,0.03,0.08,0.1,0.02,0.03,0.004,30,90.2505117403203,NA,5.723008156,2.92407649942e-4,0.038327581303604,2.10833461870219,3.81372118,NA,0.142927698683957,3.217853053,0.563515152,9.1,4.363,36.36,2,48.2,0,-3e-4,-1.36e-4,0,12053.74776,26157.93856,756738902144,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,19,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,6.04512e-4
MI,Wayne,26,26163,26163543800,"+42.3894072,-083.2540332",NA,19.8,19.5,16.2,16,14.8,5.1,10.8,8.1,5.3,43.6,34,82,60.1,79.3,28,25.5,52.9,0.42450276,3,15.5,NA,0.9734,0.9969,0.8953,0.8326,3.567182,1.189061,0.2284,0.547,0.8736,0.9514,0.8687,0,4,0.5231,0,0.4156,0.9448,0.6342,33.9,49.1,1.24,0.01,108.59,6.9,NA,10,34,10,1.274985423,0,NA,43.5,12.6,65,15,0.366524611,NA,199.14,196.55,0.97,1.62,NA,0,2908.26007149376,NA,619,0.3,0.04,0.03,0.08,0.1,0.02,0.03,0.003,30,83.0381422868655,NA,6.065786882,0.00067289864508950005,0.0379075349478895,2.00214188406928,5.255742741,NA,0.173428837809594,3.609793165,0.210469507,9.484,4.186,36.07,1,39.8,0,-2.3e-4,-8.99e-5,0,7190.722061,10771.58644,756738902144,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,20,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.6207e-4
MI,Wayne,26,26163,26163543900,"+42.3819469,-083.2493385",NA,27.1,25.1,14.1,20.8,17.3,7.3,15.5,10.7,5.3,47.5,35.7,81.8,53.9,78.2,21,20.7,39.2,0.168150771,3,21.4,9.35,0.9937,0.9962,0.9883,0.9496,0,1.168224,0.1573,0.95,0.8816,0.9895,0.9219,0,4,0.8196,0,0,0.8459,0.6972,34.2,49.13,1.24,0.01,113.15,6.9,NA,6,32,12,1.406114749,0,NA,36.3,9.2,140,10,0.157029513,NA,271.53,267.9,1.38,2.24,NA,2,5873.19818791407,56.2300682,631,0.3,0.04,0.03,0.08,0.1,0.02,0.03,0.004,30,89.5148038716144,NA,6.106370258,0.0012314683648255,0.0392282697391525,3.15401730050306,5.521531492,NA,0.166123153719385,3.518337096,0.351618795,9.533,4.302,36.38,2,47.6,6.1,-2.5e-4,-1.82e-4,0,15961.97204,9869.602085,756738902144,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,20,0.061017025,2.30313e-6,-2.35912323,-0.145168513,40.63075483,7.745175809,2.541666666,5.96322e-4
MI,Wayne,26,26163,26163544000,"+42.3823964,-083.2671854",71.6,19.3,19.8,15.7,15.6,15.4,5,9.9,7.2,5.2,43.8,32.6,83.2,61.8,81,28,26,54.1,0.353310405,1,14.5,9.17,0.9037,0.9156,0.8396,0.7762,1.345895,0.4486317,0.194,0.4036,0.7978,0.8373,0.9018,0.576,4,0.8216,0.5312,0.7715,0.8431,0.5022,29.8,75.92,1.24,0,116.94,6.9,0.25,23,37,7,1.773574154,0,NA,25.9,12.1,125,35,0.368694662,NA,73.59,72.47,0.44,0.68,NA,0,3934.26690465545,56.1233215,1600,0.3,0.04,0.03,0.08,0.1,0.02,0.03,0.003,30,95.4464276783033,NA,7.020158911,0.001321743229831,0.0387602166260455,2.14884853260251,6.533123927,NA,0.368838078299131,4.501026227,0.087351324,9.667,4.059,36.82,2,52.3,1.6,-2.7e-4,-8.23e-5,0,44719.40778,30484.05512,756738902144,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,20,0.061017025,3.03104e-6,-2.35912323,-0.145168513,40.63075483,7.745175809,2.541666666,5.63476e-4
MI,Wayne,26,26163,26163544100,"+42.3929346,-083.2685039",69,18.8,19,15.3,16.2,15.2,5.2,9.7,7.3,5.4,43,32.1,84,63.5,81.8,27.4,25.4,55.4,1.051027732,1,13.8,10.11,0.9175,0.7756,0.8882,0.6303,1.521298,0.5070994,0.2604,0.6046,0.8218,0.9628,0.9449,0,4,0.4525,0,0.7156,0.8447,0,59.4,80.23,1.24,0,128.31,6.9,0.5,8,35,9,1.600792092,0,0.023415243,23.3,9.3,110,10,0.6634184,NA,59.17,58.33,0.31,0.52,NA,0,2566.76072616877,55.0631485,1300,0.3,0.04,0.03,0.08,0.1,0.02,0.03,0.003,30,90.3256649527259,NA,6.528775477,0.002505574955248,0.037570382505457,1.86504737331975,5.575603008,NA,0.194962918092519,3.84720722,NA,9.65,4.09,36.76,1,31.9,7.1,-3e-4,-1.44e-4,6.926547657,97723.36347,37620.90253,757642137223,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,20,0.061017025,2.91817e-6,-2.35912323,-0.145168513,40.63075483,7.745175809,2.541666666,6.72051e-4
MI,Wayne,26,26163,26163544200,"+42.4073688,-083.2619700",70.9,22.2,21,14.7,18.6,15.7,6.3,12.2,9.2,5.7,47.7,35.7,83.2,59.8,80,24.2,22.7,48.8,2.641458909,3,16.2,8.59,0.9461,0.8945,0.9643,0.7677,1.837391,1.837391,0.0783,0.8345,0.9204,0.9744,0.9262,0.4857,2,0.795,0,0.787,0.9682,0.44,32.3,65.9,1.24,0,288.16,6.9,NA,38,41,10,0.918869019,11,0.308160714,34.2,10.5,160,50,0.762975592,NA,13.68,13.61,0.05,0.02,NA,0,317.162371315162,54.5797997,1210,0.3,0.04,0.03,0.08,0.1,0.02,0.03,0.003,30,91.8197119426225,NA,5.816465071,3.16410118488e-4,0.035055827557742,1.58913879412654,3.6425957,NA,0.163110025823989,1.824529946,NA,9.4,4.195,36.96,1,40,0,-2.8e-4,-1.18e-4,0,11967.77308,24359.80908,837916682176,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,20,0.061017025,3.34409e-7,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.98384e-4
MI,Wayne,26,26163,26163544300,"+42.4086903,-083.2749743",73.8,22.9,21.1,15.9,17.6,14.9,5.8,12.9,9.5,5.6,45,35.8,81.4,56.5,78.8,27,23.9,48.6,2.939635611,1,16,7.5,0.8915,0.9866,0.8784,0.6192,1.273885,0.4246284,0.2284,0.7067,0.7305,0.9628,0.8609,0,3,0.7752,0,0.5935,0.8945,0.44,31.1,84.14,1.24,0,169.63,6.9,NA,36,44,9,1.061931218,0,0.201631804,40.2,11.3,160,105,0.921695539,NA,20.49,20.23,0.15,0.11,NA,0,1756.88424052247,53.2027397,2020,0.3,0.04,0.02,0.08,0.1,0.02,0.03,0.003,30,89.2766153355699,NA,5.92223642,8.247763355e-4,0.034575775398842,1.70112152095695,4.049602556,NA,0.185767816706914,1.530967143,NA,9.467,3.902,37.12,1,35.8,1.2,-1.9e-4,-1.26e-4,0.128919944,105065.2227,42444.38352,837895966864,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,20,0.061017025,6.25567e-6,-2.35912323,-0.145168513,40.63075483,7.745175809,2.541666666,6.81314e-4
MI,Wayne,26,26163,26163545100,"+42.3757244,-083.2071726",63.7,17.3,18.4,16.5,14.9,14.9,4.7,8.9,6.4,4.9,43,31.5,83.2,63.4,80.9,26.2,26.7,55.4,1.751782252,2,15.2,7.1,0.8871,0.8643,0.8677,0.8326,1.044932,0,0.5753,0.1516,0.9661,0.7666,0.967,0,3,0.3377,0,0,0.8929,0,65.4,78.6,1.12,0.01,134.62,6.9,0.2,28,43,11,0.106997101,12,NA,39.5,13.6,30,15,NA,NA,268.61,255.35,4.21,9.05,NA,0,3524.1390301684,56.4356308,873,0.3,0.05,0.03,0.08,0.09,0.02,0.03,0.004,30,83.2895761306421,NA,6.690736514,1.0352893264e-4,0.04170948168359,1.54067870984379,3.299802831,NA,0.174274607096629,5.58825823,1.071712813,9.167,4.613,36.76,1,56.9,0,-2.9e-4,-9.5e-5,0,8483.937002,15159.91657,862745461092,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,16.3333333333333,0.061017025,4.45304e-7,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.8178e-4
MI,Wayne,26,26163,26163545200,"+42.3688227,-083.2069235",72.1,19.7,19.4,15.1,17.2,15.5,5.5,10.2,7.4,5.2,44.4,32.5,83.9,63.1,82.5,24.9,24,52.8,1.24573739,2,15.4,8.05,0.8535,0.7529,0.8816,0.7593,2.699055,1.012146,0.3048,0.2862,0.8763,0.8478,0.9951,0.4116,3,0.589,0.5312,0.6373,0.9294,0.5828,32.4,72.17,1.12,0,184.18,6.9,NA,41,47,8,0.045890904,16,NA,41.5,15.3,110,55,NA,NA,45.2,43.9,0.48,0.81,NA,0,1714.27164952536,56.2687492,1470,0.3,0.04,0.02,0.07,0.09,0.02,0.03,0.005,30,92.7878673049306,NA,6.909733806,7.4626794305e-5,0.042848449052769,1.72121560242151,3.138963901,NA,0.190068146273677,5.032967457,1.041731862,9.218,4.665,36.84,0,59.5,0,-3.3e-4,-9.25e-5,0,15699.83712,32242.13337,876352806497,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,15,0.061017025,1.72824e-7,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.95354e-4
MI,Wayne,26,26163,26163545300,"+42.3616038,-083.2068681",71.6,22.6,19.7,13.2,20.7,15.8,7.5,12.3,10.1,6.6,49.9,35.6,85.2,61.2,81.8,23.9,20.1,49,1.317493304,2,16.9,NA,0.9587,0.9982,0.904,0.8278,3.244646,0.6489293,0.6484,0.7716,0.8736,0.9965,0.9496,0.3103,3,0.4392,0,0.895,0.8537,0.9508,66.8,76.6,1.54,0,141.7,6.9,NA,35,48,9,0.130288124,13,0.03179439,28.1,20.9,135,20,0.005369618,NA,62.67,61.07,0.56,1.04,NA,2,844.284635806281,NA,1270,0.3,0.04,0.02,0.07,0.09,0.02,0.03,0.005,30,86.4997370882522,NA,6.574949233,8.57278275e-5,0.044544151820379,1.7364646988753,2.991046095,NA,0.209429981721049,4.428359362,0.901474115,9.25,4.65,36.78,3,51.7,0,-2.8e-4,-1.2e-4,0,15079.54616,21228.21724,885360260458,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,15,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.99084e-4
MI,Wayne,26,26163,26163545400,"+42.3543681,-083.2066365",71.8,25.7,23.9,12.6,21.5,17.6,7.2,14.1,9.8,5.4,49.2,35.8,84.3,56.3,81.5,20.5,21,42.9,1.53999833,2,18.1,NA,0.9578,0.9934,0.9927,0.7435,1.782531,0,0.3513,0.9929,0.9516,0.992,0.9292,0.2767,3,0.8968,0,0.498,0.9473,0.8107,33,19.9,1.54,0,135.8,6.9,NA,51,43,9,0.336226566,17,0.175864165,44.1,12.6,110,4,0.129620119,0.042381266,52.37,50.91,0.51,0.95,NA,1,669.698992733562,NA,1540,0.3,0.04,0.02,0.07,0.09,0.02,0.03,0.006,30,90.8169749909129,NA,7.287127461,NA,0.046146037555227,1.48773454292726,3.11999205,NA,0.215794566789608,3.298948526,0.696786953,9.367,4.631,36.9,1,59.8,0,-3.2e-4,-1.49e-4,0.130008933,4836.825279,7454.844969,899611164961,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,15,0.061017025,9.07376e-7,-2.35912323,-0.145168513,40.63075483,7.745175809,0,6.02027e-4
