STATE,County_Name,GEOID.State,GEOID.County,GEOID.Tract,LatLong,Life Expectancy,Self-Reported Physical Health,Self-Reported Mental Health,Alcohol Abuse,Current Diabetes,Current Adult Asthma,Stroke,COPD,CHD,Cancer,High Blood Pressure,Cholesterol Screening,Routine Doctor Visit,Colonoscopy,Mammogram,Older Men Preventive Screening,Older Women Preventive Screening,Dental Exams,Proximity to Nursing Homes,Medically Underserved Areas,Current Lack of Health Insurance,Proximity to hospitals,Below Poverty,Unemployed,Low Income,No High School Diploma,Religious Organizations,Civic and Social Organizations,Aged 65 or Older,Aged 17 or Younger,Civilian with a Disability,Single-Parent Households,Minority,Speaks English Less than Well,Redlining,Multi-Unit Structures,Mobile Homes,Crowding,No Vehicle,Group Quarters,Housing Foreclosure Risk,Percent of Housing Units Built Between 1940-1969 as of 2015-2019,Flooding risk to roads,Lane miles per capita,Road Quality and Maintenance,Public Transit Performance,Bridge Quality and Maintenance,Walkability,Bikability,Residential Energy Cost Burden,EV Charging Stations,Modified Retail Food Environment Index,Indoor Plumbing,Percent of Household with no internet access,Percent of household with smartphone but no other device.,Housing Affordability (renters),Housing Affordability (owners),Public Library Locations,HUD Public Housing,Total vehicle miles traveled per capita,Passenger vehicle miles traveled per capita,Truck vehicle miles traveled per capita,Heavy Duty Vehicle vehicle miles traveled per capita,Proximity to Ports,Rail Crossings,Traffic Proximity and Volume,National Transportation Noise Map,Risk-Screening Environmental Indicators (RSEI),Air Tox Respiratory,Air Tox Neurological,Air Tox Liver,Air Tox Developmental,Air Tox Reproductive,Air Tox Kidney,Air Tox Immunological,Air Tox Thyroid,Air Tox Total Cancer Risk,Lead Paint: % housing units built before 1960,Superfund Sites,Brownfields,Stream Toxicity Risk-Screening Environmental Indicators (RSEI),NPL sites,Hazardous Waste Management Facilities (TSDFs),Facilities with Enforcement or Violation,TSCA Facilities,Risk Management Plan Facilities,Chemical Manufacturers,Metal Recyclers,Annual average PM2.5 concentrations,NO2 concentration,Ozone concentration,Parks and Greenspace,Impermeable Surfaces,Forest Land Cover,Increased PM2.5 mortality - CVD (ages 65+),Increase in childhood asthma incidence,Expected Annual Loss - Agriculture Value,Expected Annual Loss - Building Value,Expected Annual Loss - Population Equivalence,Methane Emissions,Days with maximum temperature above 35C,Days with maximum temperature above 40C,Frost Days,Maximum of maximum temperatures,Mean temperature,Urban Heat Island Extreme Heat Days,Consecutive Dry Days,Wildfire - Annualized Frequency,Surface PM2.5,Snowfall,Standardized Precip Index,Total Precipitation,Riverine Flooding - Annualized Frequency,Tornado - Annualized Frequency
MI,Wayne,26,26163,26163545500,"+42.3471339,-083.2064028",77.3,24.2,23,15.3,17.9,16.2,6.1,13.8,9.6,5.6,44.7,35.2,81.2,55.8,78.5,24.2,22.6,45.6,1.640550114,3,18.4,8.58,0.9885,0.9929,0.9858,0.9057,0.5098139,0.254907,0.1573,0.7908,0.9617,0.8058,0.8697,0.6611,3,0.652,0,0.6475,0.9118,0.3791,60.7,68.53,1.54,0,195.47,6,NA,65,49,11,1.189355278,18,0.269529093,41.3,11.3,170,140,0.399827463,NA,28.32,27.52,0.32,0.49,NA,0,1688.03530061894,54.3572998,4000,0.3,0.04,0.02,0.07,0.09,0.02,0.03,0.006,30,91.8164716509474,NA,8.196865018,1.49232759852e-4,0.0478580791362395,1.47414731509392,3.420675244,NA,0.215151100630072,2.458797748,0.461843989,9.483,4.665,37.01,2,59.6,0,-2.5e-4,-1.02e-4,0,17207.92951,36184.79654,914106587238,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,15,0.061017025,2.07178e-7,-2.35912323,-0.145168513,40.63075483,7.745175809,0,6.03651e-4
MI,Wayne,26,26163,26163545600,"+42.3399009,-083.2060508",74,22.4,22.1,17.7,14.8,14.4,5.2,13.3,9.8,5.8,40.2,36,77.9,56.2,76,27.2,23.2,49.6,1.803132253,3,17.5,7.5,0.9804,0.8789,0.973,0.9057,0.792393,0,0.053,0.9581,0.6709,0.7063,0.5342,0.9423,3,0,0.6069,0.81,0.7274,0,51,63.8,1.54,0,193.8,6,NA,63,46,9,1.981437751,22,0.401393095,32.4,9.7,185,160,0.619243836,NA,20.53,19.97,0.22,0.33,NA,0,1680.43976984992,54.0442009,5560,0.3,0.04,0.02,0.07,0.09,0.02,0.03,0.006,30,88.4076631303212,NA,9.321604951,4.38859558973e-4,0.049703792218069,1.64957479286612,3.629812881,0.064338244,0.212490276644349,1.813622952,0.215093349,9.551,4.639,37.09,0,60.4,0,-1.4e-4,-1.01e-4,0,17844.71326,44878.27451,928885183503,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,15,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,6.03462e-4
MI,Wayne,26,26163,26163545700,"+42.3328249,-083.2242628",71.2,20.2,19.7,17.9,13.8,13.8,4.7,11.6,8.7,6.1,39.3,34.8,78.7,59.1,76,29.3,24.3,54.2,1.434925859,3,16.9,6.47,0.9438,0.9302,0.9219,0.8747,0.929368,0,0.0847,0.9888,0.6992,0.9716,0.7741,0.7595,3,0.3669,0.4282,0.6159,0.6523,0,43.2,80.63,1.54,0,125.96,5.17,NA,42,46,8,4.429386914,13,1.384697345,21.5,9.3,65,140,0.857434222,NA,43.15,42.05,0.37,0.72,NA,0,2886.36126539497,50.8743896,2860,0.3,0.04,0.02,0.07,0.09,0.02,0.03,0.005,30,95.1164030575991,NA,9.978362163,9.232677921695e-4,0.0507503872823775,1.28724053621387,3.591884037,NA,0.160129017509251,0.278486233,NA,9.583,4.512,37.19,1,61.3,0,-2.4e-4,-8.44e-5,0,12439.6976,23375.52816,756738902144,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,15,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.74447e-4
MI,Wayne,26,26163,26163545800,"+42.3396092,-083.2268502",74.6,23,23.4,17.1,14.9,15.5,5.1,12.8,8.7,5.1,38.2,32.6,78.5,54.5,76.8,26,22.7,46.5,1.254774606,3,19.6,7.52,0.9357,0.9866,0.9831,0.9085,0.6518905,0,0.0628,0.9626,0.8253,0.9857,0.8048,0.8367,3,0,0.5669,0.8796,0.8336,0.44,29.7,78.09,1.54,0,204.11,5.2,NA,36,51,9,3.322621808,0,1.099088773,29.1,18.3,135,170,0.699509833,NA,18.17,17.66,0.2,0.32,NA,0,1371.43770401388,47.8989105,5260,0.3,0.04,0.02,0.07,0.09,0.02,0.03,0.004,30,93.8450921318391,NA,7.945666281,5.45897317222e-4,0.048830919301745,1.32224740244383,4.007374954,NA,0.15263636389234,0.556908387,0.108771323,9.514,4.433,36.86,0,60.1,0,-1.7e-4,-1.27e-4,0,21970.79599,46429.67673,756738902144,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,15,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,6.20537e-4
MI,Wayne,26,26163,26163545900,"+42.3468695,-083.2259311",72.4,19.6,20.7,16.7,14.1,15.1,4.6,10.2,7.3,5,41.1,31.8,81.3,58.8,79.9,28,23.5,52,1.217832919,3,15.8,8.58,0.9159,0.7699,0.9707,0.6473,0.746826,0,0.0699,0.9888,0.6992,0.9859,0.8964,0.3103,3,0,0,0.9216,0.8602,0.5828,60.7,74.69,1.54,0,189.21,6.9,NA,40,49,8,2.034855953,0,0.710713453,21.6,6.9,215,50,0.3916054,NA,27.83,27.02,0.31,0.5,NA,0,889.284370302332,48.5010796,4010,0.3,0.04,0.02,0.07,0.09,0.02,0.03,0.004,30,92.4324674190886,NA,5.808379491,2.87915101682e-4,0.047130374579965,1.3146204579786,4.125018199,NA,0.159579373788433,1.519561665,0.323072333,9.483,4.395,36.89,0,60.6,0,-2.3e-4,-1.26e-4,0,21403.0597,39954.46141,756738902144,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,15,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.96752e-4
MI,Wayne,26,26163,26163546000,"+42.3540965,-083.2261440",72,24.1,23.7,14.4,18.5,16.9,6.1,12.7,8.5,4.7,46.1,33.5,82.6,54.9,81.2,23.1,21.2,43.5,1.156376179,3,18.4,9.66,0.966,0.8068,0.9763,0.8446,1.437815,0,0.1365,0.924,0.9439,0.9869,0.9441,0.2381,3,0.5129,0.4938,0.3792,0.9346,0.44,33.1,82.27,1.54,0,135.92,6.9,NA,44,41,10,1.245298883,10,0.425112851,29.5,10.3,225,125,0.12269332300000001,NA,33.85,32.89,0.33,0.63,NA,0,371.39223331515,47.4982109,3010,0.3,0.04,0.02,0.07,0.09,0.02,0.03,0.004,30,91.2565143783259,NA,4.873091034,2.52957759293e-4,0.045400379977132,1.20865109375643,4.065259031,NA,0.159901147576437,2.257509198,0.489488189,9.3,4.406,36.82,0,58,0,-2.6e-4,-8.76e-5,0,18629.44874,36352.53738,756738902144,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,15,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.98642e-4
MI,Wayne,26,26163,26163546100,"+42.3508568,-083.2405854",70.8,19.8,20.8,16.1,15.1,15.6,4.9,10.3,7.1,4.8,43.5,32.1,82.2,59.8,80.6,26.2,23.6,50.9,0.657643946,3,16.4,8.69,0.9639,0.9935,0.9656,0.7891,0,0,0.1053,0.8923,0.8706,0.9486,0.919,0.3103,0,0,0.5951,0.627,0.857,0,31.1,80.99,1.54,0,227.37,5.2,NA,38,45,10,2.25267727,11,0.818957569,30.1,21.8,275,65,0.447086002,NA,6.46,6.38,0.05,0.02,NA,0,497.362392419081,47.1876106,3300,0.3,0.04,0.02,0.07,0.09,0.02,0.03,0.004,30,93.8692736949542,NA,4.089568513,7.20432408639e-4,0.045131867122207,1.24923222604745,5.248151143,NA,0.137817030741845,1.567453593,0.182378219,9.5,4.311,36.92,1,57.6,0,-2e-4,-1.71e-4,0,26951.93192,42129.63283,756738902144,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,15,0.061017025,7.21248e-7,-2.35912323,-0.145168513,40.63075483,7.745175809,2.541666666,5.96842e-4
MI,Wayne,26,26163,26163546200,"+42.3464216,-083.2528230",78.2,19.9,19.8,16.6,14.4,14.5,4.6,10.6,7.7,5.5,39.5,32.6,81,60.7,79.8,29.2,25.1,54.6,0.503466081,1,13.9,NA,0.9738,0.8375,0.8946,0.5162,0.2633658,0,0.0649,0.9934,0.5008,0.9667,0.7639,0.5286,0,0.6016,0,0.8932,0.5903,0.3791,26.8,82.25,1.28,0,204.71,5.2,0.75,22,49,7,2.503529421,0,1.076664412,21.9,15.9,105,30,0.661740403,NA,15.8,15.72,0.07,0.01,NA,0,516.926680895739,NA,5310,0.3,0.04,0.02,0.07,0.09,0.02,0.03,0.003,30,89.517463029071,NA,4.841713805,0.002092199444098,0.045684459383351,1.50085699921275,5.785707166,NA,0.167550862087499,1.479929491,0.073608581,9.483,4.242,36.84,2,28.8,17.4,-1.9e-4,-9.86e-5,0.765590803,22763.19515,28460.81048,756738902144,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,20,0.061017025,1.98746e-5,-2.35912323,-0.145168513,40.63075483,7.745175809,2.541666666,7.90317e-4
MI,Wayne,26,26163,26163546300,"+42.3664397,-083.2586109",78.5,14.5,15.4,17.4,12.4,13.6,3.7,7.1,5.4,5.5,39.8,30.8,83.8,68.6,82.1,30.7,29,66,0.185392489,1,10.9,NA,0.3785,0.7868,0.7812,0.6157,0.502008,0.502008,0.194,0.6046,0.4113,0.6919,0.8503,0.3656,4,0,0.4741,0,0.5617,0,31.2,92.9,1.27,0,140.97,5.2,NA,24.5,45.5,5,1.782826505,0,0.248922169,25.9,0,25,25,0.260368788,NA,25.86,25.68,0.11,0.07,NA,0,476.747998952632,NA,2740,0.3,0.04,0.02,0.08,0.09,0.02,0.03,0.003,30,91.0817735281084,NA,5.638308248,7.814173444075e-4,0.040963831755565,1.93257953380878,6.350518508,NA,0.233342671349239,3.556944404,0.195314765,9.483,4.23,36.64,1,25.4,12.2,-2e-4,-6.93e-5,5.73108972,49565.49049,17784.02285,756738902144,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,20,0.061017025,1.38756e-5,-2.35912323,-0.145168513,40.63075483,7.745175809,2.541666666,9.427e-4
MI,Wayne,26,26163,26163546400,"+42.3754399,-083.2413545",71.7,22.3,21.4,14.6,18.9,16.1,6.2,11.9,8.6,5.2,46,33.5,83.4,58.8,81,24.3,22.6,46.9,0.391555192,3,17.2,NA,0.9791,0.9898,0.9761,0.6229,0,0,0.1985,0.9482,0.9347,0.9002,0.9596,0,4,0.6278,0.631,0.7487,0.8866,0,32.8,85.33,1.54,0,142.32,6.9,NA,37,44,8,1.345782578,0,NA,20.8,9.1,90,40,NA,NA,11.67,11.45,0.13,0.09,NA,0,1717.65984837046,NA,1120,0.3,0.04,0.02,0.08,0.09,0.02,0.03,0.004,30,93.4843897252992,NA,5.5732790230000004,0.001176730547877,0.04085263529803,3.25023546731512,4.923771083,NA,0.148813251702205,3.212313135,0.552592669,9.6,4.363,36.44,1,60.3,0,-3.1e-4,-1.12e-4,0,7138.031318,12676.56119,756738902144,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,16.6666666666667,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.33619e-4
MI,Wayne,26,26163,26163546500,"+42.3682497,-083.2411333",68.9,22.8,19.7,12.8,21.6,16,7.2,12.7,9.9,6.5,51.1,37.3,85.6,61.9,82,24.1,22.3,50,0.520467005,3,15.5,NA,0.9731,0.9598,0.9468,0.6896,1.318681,0,0.6425,0.8454,0.9738,0.8653,0.9566,0,4,0.8525,0,0.5682,0.9562,0.5022,29.6,57.18,1.54,0,124.68,6.9,NA,42,46,7,1.351845179,11,0.110880119,30.9,10,155,15,0.068662327,NA,7.77,7.6,0.1,0.07,NA,0,666.196306023914,NA,1860,0.3,0.04,0.02,0.07,0.09,0.02,0.03,0.004,30,94.1366541218272,NA,4.926212651,7.117239849355e-4,0.0420459284788975,1.98255448263116,5.005172593,NA,0.14740181247146,2.969406979,0.517283556,9.5,4.334,36.67,1,56.9,0,-3.1e-4,-1.33e-4,0,10600.20673,23237.91226,756738902144,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,15,0.061017025,6.14674e-7,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.33619e-4
MI,Wayne,26,26163,26163546600,"+42.3610566,-083.2415451",70.6,22.9,22.6,14.4,18.2,16.7,6,12.1,8.1,4.8,45.4,32.8,83,56.7,81,23,21.3,44.9,0.521063765,3,18.2,9.21,0.9852,0.9918,0.9642,0.821,0.4854369,0,0.0649,0.9568,0.8491,0.9954,0.9486,0,0,0.3451,0.5951,0.7545,0.9403,0,30.9,72.13,1.54,0,124.89,6.9,NA,50,52,8,1.575219618,14,0.310304997,37.3,10.4,175,50,0.162176428,NA,6.9,6.85,0.03,0.02,NA,0,111.958892204779,49.316349,1610,0.3,0.04,0.02,0.07,0.09,0.02,0.03,0.004,30,93.5367667500673,NA,4.266109765,9.98436074326e-4,0.043473825655128,1.56129800202381,5.214044162,NA,0.148030706781934,2.502327283,0.371900831,9.425,4.261,36.74,0,55.4,0,-3.1e-4,-1.18e-4,0,11293.98666,21633.56603,756738902144,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,15,0.061017025,9.55441e-7,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.33619e-4
MI,Wayne,26,26163,26163546700,"+42.3613063,-083.2262460",72,20.8,19.8,14.4,18.4,15.6,5.9,10.8,8.2,5.4,47.5,34.5,84.3,61.1,81.8,24.7,24.3,51.6,0.890713403,3,14.8,9.98,0.9727,0.9935,0.8976,0.5116,1.64799,0,0.2657,0.8131,0.8816,0.8576,0.927,0,0,0.3792,0,0.675,0.8523,0,31.6,90.31,1.54,0,134.85,6.9,NA,54,50,6,0.801747494,13,0.21592984,17.3,7.9,165,25,0.046320962,NA,41.69,40.62,0.37,0.71,NA,1,556.837048754028,50.2430687,2300,0.3,0.04,0.02,0.07,0.09,0.02,0.03,0.004,30,90.6472630498388,NA,4.751366762,3.03873383506e-4,0.043732767406212,1.39223120072629,4.09386666,NA,0.149545408416683,3.183204515,0.650599714,9.284,4.425,36.75,1,57.8,0,-2.6e-4,-6.72e-5,0,16831.06592,31108.15999,756738902144,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,15,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.98458e-4
MI,Wayne,26,26163,26163546800,"+42.3697567,-083.2297901",71.8,20.8,20.3,14.6,17.9,15.7,5.7,10.6,7.9,5.2,47.7,34.4,84,61.7,82.4,25.2,23.8,51.1,0.70133636,3,15.4,NA,0.9472,0.9943,0.9568,0.7164,0.2306805,0,0.0783,0.9615,0.8253,0.9636,0.9627,0,4,0.5838,0.5205,0.7487,0.904,0.6536,31.7,71.28,1.54,0,148.74,6.9,NA,48,43,8,0.914611595,7,0.03891161,31.4,4.2,230,110,NA,NA,12.67,12.47,0.12,0.08,NA,1,985.290849136202,NA,2090,0.3,0.04,0.02,0.08,0.09,0.02,0.03,0.004,30,94.5680461716323,NA,5.175798003,3.49816835358e-4,0.0424133774404455,1.68957225205917,3.890855536,NA,0.140918498504146,3.533648602,0.733260343,9.333,4.45,36.63,2,63.2,0,-2.9e-4,-8.87e-5,0,20668.4308,31317.52502,756738902144,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,15,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,6.01301e-4
MI,Wayne,26,26163,26163546900,"+42.3739170,-083.2228469",70.6,20.9,19.3,13.9,18.9,15.8,6.1,11.1,8.2,5.7,49.6,35.9,84.9,62.5,82.7,25.1,24.6,52.7,0.876667673,3,14.7,NA,0.9159,0.9608,0.8738,0.7574,2.714932,0,0.2994,0.9371,0.5362,0.9795,0.9967,0,3,0.65,0,0.6373,0.7633,0,99.3,65.17,1.53,0,120.53,6.9,NA,36,41,7,0.477006177,7,NA,17.8,9.3,90,20,NA,NA,168.97,164.8,1.46,2.72,NA,3,6527.77605352823,NA,904,0.3,0.04,0.02,0.07,0.09,0.02,0.03,0.004,30,95.664014983074,NA,5.272907337,2.36080567462e-4,0.041731349223745,1.7744762149524,3.361507793,NA,0.150607074899299,4.447811127,0.837556026,9.1,4.476,36.59,2,79,0,-3.3e-4,-1.37e-4,0,7191.405318,11772.96649,756738902144,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,15,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.81931e-4
MI,Wayne,26,26163,26163550100,"+42.3681537,-082.9237513",80.5,9.7,9.8,21.2,7.6,9.7,2.4,5.4,5.5,8.2,30.3,34.6,80.9,76.1,78.9,45.5,39.9,83.7,0.454744994,1,4.6,2.32,0.0285,0.1238,0.0402,0.035,0.2536783,1.014713,0.7627,0.5394,0.0399,0.4154,0.3018,0.3395,1,0.2312,0.5088,0,0.4387,0.3791,58.7,40.18,2.2,0,128.05,5.9,NA,38,42,2,1.249262078,20,1.887236159,9,2.4,15,30,0.569478478,NA,5.31,5.23,0.06,0.02,NA,0,447.712019174394,51.0715904,2530,0.3,0.03,0.02,0.05,0.06,0.01,0.03,0.003,20,5.56145571009352,NA,11.05388933,7.3259679502e-5,0.078660850516825,0.632629499127127,3.880268673,NA,0.265643401710096,0.39796718,NA,8.139,4.204,28.64,3,46.2,0,-1.3e-4,-8.25e-5,6.831028299,78725.49046,46042.23959,318569076384,8.862463951,2.107829809,-35.95539856,3.685253859,3.73935914,12.6666666666667,-0.137687949,1.54818e-7,-2.637837648,-0.152078941,44.7876662,7.584296912,2.541666666,9.96782e-4
MI,Wayne,26,26163,26163551600,"+42.4340457,-082.9401024",69.1,17.8,18.6,18.6,12,13.6,3.9,9.9,7,5.7,37.2,32.8,79.7,62.6,77.8,31.4,27.3,59.5,4.691926296,1,12.8,4.26,0.7916,0.9714,0.8154,0.6192,0,0,0.0983,0.6954,0.3294,0.9795,0.8477,0.2381,0,0,0,0.498,0.5372,0.5828,27,86.6,1.09,0,79.12,6.2,NA,54,45,6,0.567231037,29,2.439589134,9.9,10.3,185,30,1.504805088,NA,10.4,9.94,0.08,0.38,NA,0,901.049529431257,52.8703918,4700,0.3,0.04,0.02,0.07,0.08,0.02,0.03,0.003,30,96.6349872901471,NA,17.09055453,NA,0.144849526126839,1.14760411239794,1.377590427,0.130166261,0.197828735094154,0.129638562,NA,8.433,4.158,39.85,0,60.9,0,-1.9e-4,-7.55e-5,0,20445.0901,37498.01288,840383715712,8.862463951,2.107829809,-35.95539856,3.685253859,3.73935914,18,-0.137687949,8.41797e-7,-2.637837648,-0.152078941,44.7876662,7.584296912,0,5.82286e-4
MI,Wayne,26,26163,26163552800,"+42.3879631,-083.0514612",72.1,24.7,25.5,18.7,14.8,15.1,5.3,15.1,9.9,4.9,36.6,34.7,74.5,50.7,73.2,23.7,21.1,41.5,4.901889896,2,20.9,NA,0.9944,0.9399,0.9929,0.9797,0.7632132,0,0.0983,0.9812,0.3964,0.8117,0.6053,0.9645,3,0.656,0.4938,0.9521,0.9442,0.9519,27.5,31.3,1.33,0,NA,6.4,NA,65.5,50,9,11.62596492,NA,0.976190266,41.8,12.3,120,105,1.361503845,0.028565987,3.24,3.24,0,0,NA,8,91.1639080299041,NA,6030,0.3,0.05,0.03,0.08,0.09,0.02,0.04,0.004,30,85.7734314230498,NA,52.84843826,NA,0.060963376328306,5.00589219934859,11.63746718,2.904838926,2.33419496682773,9.216604434,5.539847198,8.167,5.083,39.73,1,78.1,0,-1.5e-4,-1.02e-4,0,23248.67655,51683.02441,941861760000,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,17.6666666666667,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,6.72038e-4
MI,Wayne,26,26163,26163553300,"+42.3971272,-083.1054361",71.6,30.8,25.2,11.9,26.8,18.2,9.9,17.9,13.5,6,53.8,38.9,84.2,51.9,79.6,18.7,18.4,36,3.866299311,2,22,NA,0.9753,0.9014,0.884,0.9629,6.386861,0,0.2604,0.9222,0.9913,0.8319,0.9577,0,3,0.8863,0,0,0.9838,0.9627,67.7,32.93,1.32,0,117,7.45,NA,38,45,8,3.845615094,0,0.153547452,51.4,18.8,45,0,0.549936342,NA,74.69,71.46,0.94,2.29,NA,0,7240.84092656844,NA,1170,0.3,0.05,0.03,0.08,0.1,0.02,0.04,0.005,30,91.8816924697176,0.023350511,31.68932533,NA,0.050722884869102,1.4251855802241,2.964502202,0.227319727,0.645239346024294,10.8089021,1.283796231,8.6,4.833,38.83,0,70.8,0,-3.3e-4,-7.69e-5,0,13081.03041,13398.52454,1354914099158,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,17.6666666666667,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.41783e-4
MI,Wayne,26,26163,26163553600,"+42.4008134,-083.0848809",71.8,19.1,16.3,14.9,19,13.8,6.1,10.1,8.8,6.4,51,37.1,84.8,63.5,81.8,27.2,24.6,56.5,4.507434845,2,13.7,NA,0.8122,0.9907,0.8626,0.6954,1.782531,0.4456328,0.6718,0.1933,0.7051,0.933,0.9374,0,3,0.637,0,0,0.9285,0.9339,55,33.82,1.32,0,109.1,6.93,NA,41,36.5,7,4.290701138,14,0.620208035,32.1,5.8,30,75,0.910669105,NA,53.27,51.46,0.92,0.89,NA,1,1157.44049052825,NA,2490,0.3,0.05,0.03,0.08,0.1,0.02,0.04,0.005,30,91.0697895897725,NA,39.9137694,NA,0.05451074459043,2.6912401097975,5.043809599,1.277927147,0.933830535958761,12.61298253,3.469085806,8.5,4.916,39.23,0,74,0,-3.2e-4,-7.74e-5,0,14524.8165,25884.4552,732853313034,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,17.6666666666667,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,6.4933e-4
MI,Wayne,26,26163,26163555400,"+42.3676767,-083.2707820",72.7,14.8,14.9,17.5,12.6,13,3.9,7.5,6.1,6.1,39.2,32,83.2,68.4,80.8,34.2,29.2,67.4,0.386198682,1,10.2,NA,0.5454,0.3411,0.6302,0.3118,1.833517,0.3667033,0.3513,0.2401,0.7051,0.7629,0.8772,0.6055,0,0.2852,0,0,0.7116,0.44,26.8,94.19,1.18,0,122.2,5.2,NA,47.5,42,4,1.985591374,5,0.227424932,13.3,4.4,45,65,0.364637603,NA,38.27,37.44,0.46,0.37,NA,0,1665.22280480067,NA,3390,0.3,0.04,0.02,0.07,0.09,0.02,0.03,0.003,30,89.8381384033467,NA,6.916577315,4.41260091473e-4,0.040817805095189,1.94716633813995,6.908397728,NA,0.437006339451344,4.054496686,NA,9.383,4.087,36.82,0,68,0,-2.1e-4,-1.16e-4,0,66981.99906,35169.91355,756738902144,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,20,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,2.541666666,6.60153e-4
MI,Wayne,26,26163,26163573500,"+42.3143412,-083.1525188",82,25.5,27.8,20.4,13.1,15.8,5.1,16.7,10.4,5.2,33.5,35.5,72.4,52.7,71.9,24.7,22.3,43.4,0.762206322,2,19.6,NA,0.9848,0.8117,0.9945,0.9962,0.6680027,0.4453351,0.117,0.9922,0.5503,0.6267,0.2968,0.9727,4,0.8282,0.4938,0.9887,0.9158,0,21,26.61,2.22,0,190.62,6,0.3,39,40,8,0.297323346,8,1.357046738,22.2,20.4,165,55,0.566857351,NA,32.82,30.83,0.48,1.52,NA,12,451.989709272902,NA,24000,0.3,0.09,0.02,0.09,0.1,0.02,0.04,0.05,30,89.9997997850934,NA,25.26237679,0.0208138764094785,0.0618751928054915,8.59680545603144,16.11621578,2.65767431,3.85431465945428,6.395540173,5.22616938,9.606,5.409,37.77,3,77.5,0,-1.1e-4,-1.07e-4,0,33469.52952,53198.45397,2302350614597,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,15,0.061017025,3.33965e-7,-2.35912323,-0.145168513,40.63075483,7.745175809,2.541666666,0.001025442
MI,Wayne,26,26163,26163573600,"+42.3391406,-083.1605742",85.9,22,23,20.2,12.5,14.4,4.6,14,9.6,6,34.7,36,74.7,57.9,72.7,28.7,25.6,53.2,1.934498099,2,15.4,9.08,0.971,0.9673,0.9879,0.9487,0.4271679,0,0.0783,0.9679,0.6224,0.5635,0.1595,0.9558,2,0.5994,0.4938,0.9477,0.857,0.3791,22.7,49.24,1.74,0,223.42,6,NA,69,46,8,0.198413806,10,0.066108396,20.3,8.5,220,165,0.21063546,0.011876127,8.95,8.81,0.08,0.07,NA,2,851.534444549035,52.4850807,12200,0.3,0.04,0.02,0.07,0.08,0.02,0.03,0.01,30,81.6074994712809,0.031043562,19.56927705,NA,0.048404871769109,2.49580296546824,6.348725796,0.495470663,1.11125448357866,6.980423997,2.525777198,9.422,5.037,37.72,0,75.9,0,-1.1e-4,-1.05e-4,0,37151.06138,66036.7582,1636801120768,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,15,0.061017025,2.50802e-7,-2.35912323,-0.145168513,40.63075483,7.745175809,0,8.32828e-4
